l-base_x,l-base_y,l-base_z,l-base_error,l-base_ncams,l-base_score,l-edge_x,l-edge_y,l-edge_z,l-edge_error,l-edge_ncams,l-edge_score,l-middle_x,l-middle_y,l-middle_z,l-middle_error,l-middle_ncams,l-middle_score,r-base_x,r-base_y,r-base_z,r-base_error,r-base_ncams,r-base_score,r-edge_x,r-edge_y,r-edge_z,r-edge_error,r-edge_ncams,r-edge_score,r-middle_x,r-middle_y,r-middle_z,r-middle_error,r-middle_ncams,r-middle_score,M_00,M_01,M_02,M_10,M_11,M_12,M_20,M_21,M_22,center_0,center_1,center_2,fnum
-5.991301527013124,4.091307855384598,306.8848926807587,4.10597393502796,2.0,0.9207196831703186,-5.654367800683137,6.3697244874599805,312.30011671045304,4.567819686948599,2.0,0.9694005846977234,-8.824220173806648,6.73109466374537,309.91439134259014,1.1128747821998064,2.0,0.9787313938140869,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22
-5.856204963278559,3.7020697306148245,307.30471320957656,5.197487067344227,2.0,0.9280205965042114,-5.635904788062681,6.358763522837378,312.49178290085814,4.8804313263465176,2.0,0.981394350528717,-8.826125623133775,6.710279452229728,309.90892233438376,1.017615356219264,2.0,0.9796061515808105,,,,,,,,,,,,,-20.56523337013366,0.013412537720415537,285.79591525695747,4.189155506602786,2.0,0.3115411400794983,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23
-5.932473846505124,3.916054255746069,306.754982399165,1.5589772907389543,2.0,0.81422358751297,-5.612111426057389,6.3856956460682825,312.3992609417574,4.368847457363353,2.0,0.9421520829200745,-8.833309928517984,6.731884337722516,309.8947646386473,1.194807764493493,2.0,0.9350455403327942,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24
-6.057059739573908,3.961278659242351,306.8455204623717,2.368617682690865,2.0,0.862845778465271,-5.635218740216113,6.464986964998751,312.8620702396151,4.988481139894777,2.0,0.9274847507476807,-8.851834181609254,6.7467044558891756,309.81634236112177,1.23753125213835,2.0,0.9727555513381958,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25
-6.067834420544032,3.9462762764178416,306.8591554908162,2.9502305870465966,2.0,0.7721028327941895,-5.665084831201916,6.445016424763871,312.77560771488595,5.140993263518194,2.0,0.9300181269645691,-8.865737516689773,6.733248005944732,309.6884181377003,1.063557598359629,2.0,0.9591668248176575,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26
-6.117460314248535,4.019786915761597,307.0397408311778,3.2288351641265676,2.0,0.7597591876983643,-5.698642297478525,6.505067890329904,312.698711979841,4.901252597697296,2.0,0.923061728477478,-8.896075453115166,6.752967950975293,309.8431680236203,1.0266187113485459,2.0,0.9574483036994934,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27
-10.250529014895159,0.07468155663382178,315.4584597959324,41.04134381685558,2.0,0.7571253776550293,-10.805537858657333,2.2527553387923036,323.74604766976404,44.28391450638631,2.0,0.86402827501297,-8.899341064002835,6.740093845642207,309.85544941711663,1.0278758529802894,2.0,0.9146164655685425,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28
-6.32542213716478,4.30268784374941,307.68623251665383,5.0375456163189085,2.0,0.6988229751586914,-5.7126549740363615,6.500691497828805,312.81838843591515,4.950431704126375,2.0,0.8014669418334961,-8.891531953932041,6.754996481395069,309.78423282549414,1.7081453754147908,2.0,0.8527383804321289,-19.245899694602816,-1.5092699619181598,285.59090864386064,9.953422133149369,2.0,0.7813864350318909,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29
-6.2981900910331605,4.195989174034728,307.56699770036124,5.0260044777781285,2.0,0.7703617811203003,-5.732302309951066,6.4557668013142315,312.7927877388734,4.928997991172259,2.0,0.852182149887085,-8.880243957009581,6.743538456203908,309.63609988435496,1.6361155299473555,2.0,0.830342173576355,-18.995095739862517,-1.0059824562982735,283.813181835477,7.322328239972119,2.0,0.821361780166626,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30
-6.325556125504868,4.06994751527303,307.6843067634464,4.214382622668782,2.0,0.5704926252365112,-5.742652299778745,6.418791840832284,312.8242488983318,4.609872791715927,2.0,0.7698639631271362,-8.861656740923626,6.737446247658476,309.75423150177835,1.5776994636699941,2.0,0.7976068258285522,-18.545910667245,-0.715482286895386,283.8608131399412,8.058461929077799,2.0,0.9548245072364807,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31
-6.320415507914265,3.9150825622777816,307.55215459182,2.8113580109778553,2.0,0.7613404989242554,-5.714386863342254,6.422591516844828,313.00636972159316,4.513429774970145,2.0,0.8820878863334656,-8.84571585453415,6.732503336076206,309.79855883882664,1.5751715296807332,2.0,0.8928278684616089,-18.15421880485568,-0.5611754768104106,283.6918253914932,7.626204517905349,2.0,0.7135571241378784,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32
-6.132067679067618,3.939626059711057,307.9946911898836,3.2398117530310024,2.0,0.6142141819000244,-5.747123098165177,6.430247877098043,312.8330572183374,4.910028209260681,2.0,0.7785212993621826,-8.847832317365382,6.741128854693004,309.7440526385049,1.5144410282173395,2.0,0.8156988620758057,-17.602695902538798,-0.7265390313697387,283.1308346240725,6.390280406618592,2.0,0.8483932614326477,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33
-6.070140839522813,3.861138693087537,307.9167508253664,4.593487408017621,2.0,0.892458438873291,-5.667441727841925,6.44665197991903,313.1543913443597,5.114831621110033,2.0,0.9575638175010681,-8.79814699431355,6.74137427440286,309.6807051465396,1.4640388652607972,2.0,0.9527688026428223,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34
-6.075965909839592,3.724249774125915,308.01211706950494,5.919685581458757,2.0,0.83259516954422,-5.729916371748104,6.400832820652825,313.0711806329561,5.63600169627999,2.0,0.8650429248809814,-8.804160187964017,6.739400667227516,309.7338911108674,1.1152005831666516,2.0,0.915735125541687,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35
-6.062332181785806,3.772550659617454,307.9686491115904,4.319887622874376,2.0,0.8560842275619507,-5.6500794010428415,6.34169190709732,312.8622462103117,4.489406857713268,2.0,0.9119202494621277,-8.80488729694563,6.747727096607572,309.75568781778765,1.1318512116473278,2.0,0.909835934638977,-17.503412139898504,-0.45481822924304655,283.3392656338216,8.515996303096845,2.0,0.4496048390865326,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36
-6.018181278238678,3.709708652092618,307.85864678200727,5.667212988254014,2.0,0.8806498050689697,-5.719559610830144,6.450694293977926,312.9844786965439,5.731047177528536,2.0,0.8876950144767761,-8.823016819502852,6.751181639436399,309.7068925032855,1.2018986515702035,2.0,0.8972455263137817,-17.732907183434634,-0.5688068039293581,283.68587671982414,6.506112899653938,2.0,0.8989319801330566,,,,,,,-18.796386784358013,2.645154041059694,286.1734477551638,15.123023975724575,2.0,0.32111525535583496,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37
-6.030518325566677,3.879342284455486,307.6035708816018,3.1757779178882286,2.0,0.8652791976928711,-5.745753397598883,6.446497791607757,312.86513718125997,5.246745516855377,2.0,0.903609037399292,-8.80469003353956,6.733992421798039,309.7308041628504,1.2874575455432928,2.0,0.9348186254501343,-17.844972129782953,-0.43249527828374135,283.62126218811267,5.907065078564344,2.0,0.9455628991127014,-19.796781616580986,1.5104274333513357,282.60616778347554,5.999060103670421,2.0,0.3471466302871704,-18.995498456691774,2.537411650994687,286.0722060023699,11.391600410411797,2.0,0.6791147589683533,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38
-6.078026907787729,3.756703708206927,307.9133817776436,4.885573560208048,2.0,0.8236171007156372,-5.741324662897962,6.425527970527141,312.95147624179685,5.3329570741784496,2.0,0.929011344909668,-8.802980577063368,6.73385797417587,309.7373187532205,1.2220676464432432,2.0,0.9437170028686523,-17.537636316764576,-0.4741758879878809,282.99584350435896,5.8284841419228925,2.0,0.8333433866500854,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39
-6.019298070482262,3.803168048315038,308.0324793341152,3.7312573501146264,2.0,0.731272280216217,-5.69125361069733,6.369155160943312,312.868257902734,4.42526851432814,2.0,0.9430961012840271,-8.78952162840203,6.718012232133435,309.8280969008859,1.0098343021808542,2.0,0.9549064636230469,-17.496617244936452,-0.27522192683740754,282.7477574987601,6.610817809534552,2.0,0.8092701435089111,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40
-6.042181577750024,3.774920217099576,307.9814974904993,4.769858723858244,2.0,0.8939294815063477,-5.656075259370413,6.324569783547262,312.61769840163055,4.5725523667637,2.0,0.945362389087677,-8.78528926785232,6.705092959631425,309.7333182302094,1.114886565919814,2.0,0.970687985420227,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41
-6.027330734104668,3.8430632675613388,307.9631405539037,5.536189658118831,2.0,0.9320130348205566,-5.715895416763267,6.449849138972749,312.9291554941044,5.597481590245572,2.0,0.9427568912506104,-8.774568044463955,6.7231667272734805,309.68101926408605,1.2062947440583591,2.0,0.965544581413269,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42
-5.972592325877614,3.9358837342882063,307.8424696176912,7.174383852600281,2.0,0.9118926525115967,-5.772728083095924,6.47908906623532,313.0114433940267,6.153218422791298,2.0,0.9493568539619446,-8.769225761572137,6.73024558657291,309.7632986611198,1.1404488227849674,2.0,0.9571993947029114,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43
-5.988249825071374,4.142005384978144,307.44549817972086,5.338752347167751,2.0,0.9124214053153992,-5.754515052991107,6.513983906953741,313.10564084781936,5.805694984127653,2.0,0.9318853616714478,-8.800832171058387,6.728231264954311,309.9250668405351,0.9702657253249551,2.0,0.9639528393745422,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44
-5.934886292670574,3.9371986127253424,307.78459390581037,5.961996605919923,2.0,0.9053716659545898,-5.723590718900648,6.503558702204784,313.0351489937142,5.547146819012351,2.0,0.8991843461990356,-8.77442947695582,6.742383555644072,309.9290821134048,0.9547052707154303,2.0,0.885664701461792,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45
-5.9300562530621095,3.9455180973331156,307.6750585264536,7.309989026251371,2.0,0.9505977630615234,-5.619481915279591,6.359504387526133,312.7027090417079,5.627446032566414,2.0,0.7878929376602173,-8.760557211981439,6.748665530483056,310.00027939076347,0.9965746550688164,2.0,0.8996358513832092,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46
-6.025387250113519,4.244128324094774,306.9046766866288,5.330213234359492,2.0,0.9336342811584473,-5.591287576914334,6.449897208312911,312.6198041700811,4.630095068872089,2.0,0.8172404766082764,-8.794765667166708,6.77275471167273,309.9420974210823,0.8186141398704996,2.0,0.8944940567016602,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47
-6.014714772493007,4.362419589666846,306.8772999855729,4.891446546199144,2.0,0.9296644926071167,-5.620799009640212,6.537993741420694,312.71223536236437,5.204219707612273,2.0,0.7042679190635681,-8.81253309779449,6.770768062153337,309.7988245735264,0.5843165341852248,2.0,0.7150079011917114,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48
-5.884436282403333,4.299182910422334,306.506936218002,3.4480403018933794,2.0,0.9130139350891113,-5.563861143843491,6.424969169322434,312.5300833193826,4.4090370680186535,2.0,0.752444863319397,-8.789179623073354,6.764218808962113,309.69836946395134,0.829386274943079,2.0,0.8826721906661987,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49
-5.9265933249126945,4.27056279132513,306.4285796592217,4.361700619527357,2.0,0.9710793495178223,-5.5424513734065854,6.389487167233711,312.5224141957886,4.769481313390031,2.0,0.9385074377059937,-8.757271262632413,6.752499118992674,309.67241444480135,0.6607564452062065,2.0,0.9756189584732056,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50
-5.868383654476987,4.2409695455925895,306.2477805974668,3.7128419709325664,2.0,0.8939950466156006,-5.526927321946947,6.3799417559642855,312.4799876373826,4.981151782364478,2.0,0.9015792012214661,-8.735835049273863,6.707199856883389,309.49524086676007,0.862128618163072,2.0,0.9784454703330994,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51
-5.955968164823213,3.996100260566706,306.54771976533505,5.550503857534392,2.0,0.8148742914199829,-5.5905069005637165,6.318086539568181,312.30227370430947,5.575673211295123,2.0,0.8667540550231934,-8.778471783340546,6.709832199713837,309.5383256980153,0.6325722373993476,2.0,0.9562279582023621,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52
-5.856331714239772,3.977695736903074,306.59714502670874,5.949157640044676,2.0,0.8768516778945923,-5.508893510399032,6.267475126806284,312.42894492300536,5.968149265458127,2.0,0.9397786855697632,-8.691404328890464,6.666234310097258,309.66932412261497,0.998993564793601,2.0,0.9564018249511719,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53
-5.995231102792801,3.733741830623521,306.63626514035224,6.980199293490702,2.0,0.9442205429077148,-5.55912083530355,6.2090687982379125,312.30499313797816,6.4625173935656886,2.0,0.8056451082229614,-8.608002666718738,6.61487198179916,309.98446678861484,0.7319754341969854,2.0,0.8145879507064819,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54
-5.844888447219771,4.004149934962203,306.1529844057834,7.177122604588259,2.0,0.9235129356384277,-5.539139238684434,6.26403003015431,312.26880075257094,6.053236316965026,2.0,0.900470495223999,-8.588787122369324,6.64738182908445,309.749301187686,1.2179787196832779,2.0,0.9123443961143494,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55
-5.905493590500327,4.337992086882133,305.5532471666408,5.585060483263323,2.0,0.8546402454376221,-5.508812214011498,6.316167551045098,312.3270035733689,5.845821046623628,2.0,0.8958929777145386,-8.609326837681992,6.647582832470611,309.5385036960169,1.251391289138113,2.0,0.9080564975738525,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56
-5.9332870192694225,4.121234424403766,306.36164637941664,8.653089226101155,2.0,0.972926139831543,-5.51968414635462,6.236239259129463,312.39389526314136,6.4591171567350205,2.0,0.9388394951820374,-8.618558347106221,6.662525127521346,309.4788637646777,1.2583187131645521,2.0,0.934939444065094,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57
-6.00738333096381,4.390711745634505,305.69727466525575,6.243497451003078,2.0,0.9784955978393555,-5.448982459235151,6.239064569605045,312.17147658890883,6.36588847634878,2.0,0.9531791806221008,-8.596514906054736,6.674489338008378,309.4221647453361,1.4073242259714538,2.0,0.9655035734176636,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58
-6.001276116631757,4.584226606226687,305.71653496841725,6.442463023467902,2.0,0.9818675518035889,-5.503253517053365,6.397098589647039,312.0015921837369,5.841304785082814,2.0,0.907934308052063,-8.607731304627483,6.675154754646831,309.3971680234046,1.420556244720248,2.0,0.8956858515739441,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59
